Culture;CultureID_Session_Subject_Task;UserIDHash;Partition_Index(AVEC19);Partition_Index(AVEC18)
German;C3_S071_P141_VC1;cb532d41-52af-41f8-9e67-7b8bfec90e28;Train_DE_27;Train_27
German;C3_S094_P188_VC1;d9c5ae05-8799-42bd-abbe-cd05b47e4bb8;Train_DE_28;Train_28
German;C3_S071_P142_VC1;20489a1d-29ca-47ef-8896-80ed46797a53;Train_DE_29;Train_29
German;C3_S087_P174_VC1;9727b6d0-b078-42e7-94cb-c5675bc08be6;Train_DE_30;Train_30
German;C3_S069_P137_VC1;b289476e-7e3b-48ef-a9ac-bb9e377c640e;Train_DE_31;Train_31
German;C3_S072_P143_VC1;38d3cdb1-4134-4b5e-9393-ad35ba8b986c;Train_DE_32;Train_32
German;C3_S066_P132_VC1;e22aecbb-cf2c-492c-bbd0-b7bedac5575c;Train_DE_33;Train_33
German;C3_S082_P163_VC1;4ed48e5f-66dc-4e0a-aaa9-289cdfdce2f1;Train_DE_34;Train_34
German;C3_S070_P139_VC1;f8ab0915-f605-4a94-97f1-f2cbc0b05e4e;Devel_DE_01;Devel_01
German;C3_S081_P161_VC1;84fb97d5-5b70-4c5b-8e22-db4fcb5ee54d;Devel_DE_02;Devel_02
German;C3_S084_P167_VC1;304726e7-3f04-4c60-8b8e-b967823ad3f6;Devel_DE_03;Devel_03
German;C3_S065_P129_VC1;095f419c-f4d1-4d91-8d03-abedfc563492;Devel_DE_04;Devel_04
German;C3_S081_P162_VC1;f084ca4a-1e0d-4228-8d3d-90673bf95802;Devel_DE_05;Devel_05
German;C3_S065_P130_VC1;d9a59c8c-9aeb-4b2c-bc99-9c0ef85ab112;Devel_DE_06;Devel_06
German;C3_S088_P175_VC1;9f31d344-6e9c-455e-91f4-831ec3d067b7;Devel_DE_07;Devel_07
German;C3_S084_P168_VC1;f880b2c8-b29c-4b9a-9c9a-1f437a086c31;Devel_DE_08;Devel_08
German;C3_S063_P125_VC1;e023fc3e-c08b-4db4-8c1b-9cb50393515b;Devel_DE_09;Devel_09
German;C3_S076_P152_VC1;531f3905-467e-4315-abd7-396d3f40d472;Devel_DE_10;Devel_10
German;C3_S076_P151_VC1;8258003d-a0e0-439a-bd78-4999bc6da117;Devel_DE_11;Devel_11
German;C3_S070_P140_VC1;d1819a71-3f05-4d56-9623-8e07071a8890;Devel_DE_12;Devel_12
German;C3_S088_P176_VC1;42307784-ed84-4401-a6e1-64d35e4a3ba0;Devel_DE_13;Devel_13
German;C3_S063_P126_VC1;1479408b-56e4-4c02-8cc6-5a5e33cea438;Devel_DE_14;Devel_14
German;C3_S093_P186_VC1;6d937bd6-9775-48fa-9da1-576d148708ff;Test_DE_01;Test_01
German;C3_S091_P181_VC1;c8c275ac-1f00-48ce-994b-ad7e61d5a524;Test_DE_02;Test_02
German;C3_S075_P149_VC1;c49ff89b-50cd-4181-97d7-7982b3d17f1f;Test_DE_03;Test_03
German;C3_S078_P156_VC1;8214e24c-c1ab-48dc-9c80-2790aa971066;Test_DE_04;Test_04
German;C3_S093_P185_VC1;98e9200e-e65c-4871-9687-97a8f00d38c6;Test_DE_05;Test_05
German;C3_S068_P136_VC1;6939ce14-359a-485c-ac6e-9758c71415cd;Test_DE_06;Test_06
German;C3_S092_P184_VC1;1e2968d5-4989-4607-aba1-c121daf52478;Test_DE_07;Test_07
German;C3_S079_P158_VC1;6550c3da-3392-41fc-a31c-b6fe68b47704;Test_DE_08;Test_08
German;C3_S085_P170_VC1;84228f6c-e8f0-45e1-971e-c42d4db5d6f9;Test_DE_09;Test_09
German;C3_S092_P183_VC1;0a70dc42-e40a-4741-9fd3-4680ed451f2e;Test_DE_10;Test_10
German;C3_S075_P150_VC1;473d650f-8146-4790-9f28-def844c2ae35;Test_DE_11;Test_11
German;C3_S091_P182_VC1;27b1e6b9-96a9-4e9d-aae0-65814f62d987;Test_DE_12;Test_12
German;C3_S068_P135_VC1;098776fe-a52f-47e8-bb47-fb8b563f9b57;Test_DE_13;Test_13
German;C3_S078_P155_VC1;b9e8e02f-531f-4aae-ab94-56f6997db40f;Test_DE_14;Test_14
German;C3_S085_P169_VC1;5ff6d55e-0447-4020-88e4-7d91bbfd63ba;Test_DE_15;Test_15
German;C3_S079_P157_VC1;61168b24-359f-4c91-b25e-9af9504cd56b;Test_DE_16;Test_16
Hungarian;C2_S051_P101_VC1;027d4605-d7ab-4be8-875d-b8467ca6c04d;Train_HU_01;Test_19
Hungarian;C2_S053_P106_VC1;cee32525-0dcb-4d6e-9123-0fe5f5309684;Train_HU_02;Test_20
Hungarian;C2_S053_P105_VC1;fcfef37b-4fd2-4ab5-a18d-5d97cb9065ad;Train_HU_03;Test_21
Hungarian;C2_S059_P118_VC1;98b0e619-2d77-4653-9f1c-3820b9295168;Train_HU_04;Test_22
Hungarian;C2_S051_P102_VC1;c93a18b2-e4d3-4880-add8-5249b7c94bff;Train_HU_05;Test_23
Hungarian;C2_S042_P084_VC1;2911284a-8007-4385-8db0-a1f6a3d9a8e3;Train_HU_06;Test_24
Hungarian;C2_S037_P074_VC1;ed06e59c-9ec0-49a9-8edf-2c0b45efe76b;Train_HU_07;Test_25
Hungarian;C2_S035_P070_VC1;da08b3d7-ad82-4883-9185-a11b151bbdcb;Train_HU_08;Test_26
Hungarian;C2_S061_P122_VC1;eca490a9-afae-481c-b5ff-92d1e6712d44;Train_HU_09;Test_27
Hungarian;C2_S196_P392_VC1;2ff67546-162d-4cad-a189-1a30d443bbf9;Train_HU_10;Test_28
Hungarian;C2_S033_P065_VC1;13c59d07-adab-4811-9f13-3dbfcd5eebfb;Train_HU_11;Test_29
Hungarian;C2_S044_P087_VC1;0cb9828e-8810-4d6f-aea0-18705c5084a0;Train_HU_12;Test_30
Hungarian;C2_S033_P066_VC1;2ce1789d-34bb-46fa-b43f-969e95d5a245;Train_HU_13;Test_31
Hungarian;C2_S054_P108_VC1;4510e3ce-012f-4104-b6dc-7f9f738c147b;Train_HU_14;Test_32
Hungarian;C2_S061_P121_VC1;74cf4b68-341a-405d-9647-b9813558b5e6;Train_HU_15;Test_33
Hungarian;C2_S038_P075_VC1;d618b924-3aa9-4ef0-8e05-5936f72604dc;Train_HU_16;Test_34
Hungarian;C2_S037_P073_VC1;e27935da-de83-4a46-8b53-b069a81f7e0b;Train_HU_17;Test_35
Hungarian;C2_S041_P081_VC1;14c0aa28-37af-4e8e-b982-69ff741224d9;Train_HU_18;Test_36
Hungarian;C2_S044_P088_VC1;5e4b2c24-2246-4c49-8510-47100d729d31;Train_HU_19;Test_37
Hungarian;C2_S059_P117_VC1;a6a19e1a-3342-4aee-b0b1-809a9b6d64cd;Train_HU_20;Test_38
Hungarian;C2_S195_P389_VC1;731c18a0-6b70-4a53-bd9e-f064ade69de6;Train_HU_21;Test_39
Hungarian;C2_S195_P390_VC1;1559fdd1-fe05-4a16-9fca-1547a6672a0c;Train_HU_22;Test_40
Hungarian;C2_S196_P391_VC1;fbbf6b4a-8205-4618-8e26-f75d0db95f27;Train_HU_23;Test_41
Hungarian;C2_S035_P069_VC1;2828cb58-1486-41e1-96a3-b4f1d2fc264d;Train_HU_24;Test_42
Hungarian;C2_S038_P076_VC1;fffd88a9-d6b2-485b-b4c9-14b0b6001f50;Train_HU_25;Test_43
Hungarian;C2_S042_P083_VC1;243cb963-70d4-4ece-9850-41f1f917a561;Train_HU_26;Test_44
Hungarian;C2_S047_P093_VC1;6e240eec-e6c0-4ca6-990d-05063c6731a2;Train_HU_27;Test_45
Hungarian;C2_S199_P398_VC1;a76d0a7e-ada4-40ca-b531-bff6d426566f;Train_HU_28;Test_46
Hungarian;C2_S056_P111_VC1;a4169bc2-36be-4773-a5a1-06a3a5b02b1a;Train_HU_29;Test_47
Hungarian;C2_S041_P082_VC1;7d944d53-e079-4611-a3e1-69ada22c71ba;Train_HU_30;Test_48
Hungarian;C2_S047_P094_VC1;11599944-3c05-4db9-815b-aa70a7d56d0b;Train_HU_31;Test_49
Hungarian;C2_S199_P397_VC1;8e9a7cc9-f721-4a48-99d2-912b5de75eca;Train_HU_32;Test_50
Hungarian;C2_S054_P107_VC1;06b5a855-b073-40ab-92c8-7051d2405a1d;Train_HU_33;Test_51
Hungarian;C2_S056_P112_VC1;59782575-059c-485f-b2fe-3a454db74382;Train_HU_34;Test_52
Hungarian;C2_S049_P098_VC1;549f373c-3954-42dd-9949-bb3f7cbdcb41;Devel_HU_01;Test_53
Hungarian;C2_S043_P086_VC1;20c9cf29-de61-4d6e-8efb-ee1ada11e8c1;Devel_HU_02;Test_54
Hungarian;C2_S055_P110_VC1;46182600-a8a8-40e4-8716-5811973f4e7d;Devel_HU_03;Test_55
Hungarian;C2_S036_P072_VC1;cc697266-23b7-45aa-9c71-dd9dc93605fe;Devel_HU_04;Test_56
Hungarian;C2_S055_P109_VC1;84d9b883-873f-4404-9b75-5ab318e24d5c;Devel_HU_05;Test_57
Hungarian;C2_S062_P124_VC1;ade71d58-1761-4e1a-9810-7708aa4c4f0a;Devel_HU_06;Test_58
Hungarian;C2_S060_P119_VC1;9075c9db-d739-4ee6-99bc-bd75b6622c29;Devel_HU_07;Test_59
Hungarian;C2_S043_P085_VC1;5451c8d7-0057-4387-b384-8ad6ebb223ea;Devel_HU_08;Test_60
Hungarian;C2_S046_P091_VC1;142a9d6d-b7f9-47fc-8beb-a78112d4115b;Devel_HU_09;Test_61
Hungarian;C2_S036_P071_VC1;a25bb71f-2078-45d4-a5b4-7676bf6cad2e;Devel_HU_10;Test_62
Hungarian;C2_S062_P123_VC1;ca8166ba-39d3-46a1-97c2-6c589cbb25e4;Devel_HU_11;Test_63
Hungarian;C2_S046_P092_VC1;b9542177-bd68-445c-b9c0-68ec469f9d7b;Devel_HU_12;Test_64
Hungarian;C2_S060_P120_VC1;d63f6114-b5b0-4461-80c9-80bf7d69dffb;Devel_HU_13;Test_65
Hungarian;C2_S049_P097_VC1;b3fe0e79-5287-4575-b42a-a881a2c16f8a;Devel_HU_14;Test_66
Hungarian;C2_S057_P113_VC1;c9aed654-b660-4e95-ad6e-4512404edb23;Test_HU_01;Test_01
Hungarian;C2_S052_P104_VC1;3d20bdd8-d542-4aa5-aeed-c2295c3dcc4d;Test_HU_02;Test_02
Hungarian;C2_S045_P089_VC1;c1f7d6f6-4205-487b-82c5-f68b6b102d85;Test_HU_03;Test_03
Hungarian;C2_S034_P068_VC1;d3c02b09-082d-45f2-983f-67e2e529b1cb;Test_HU_04;Test_04
Hungarian;C2_S052_P103_VC1;f5d898f3-7ac7-439e-8e0b-2bf2a3134f8b;Test_HU_05;Test_05
Hungarian;C2_S197_P393_VC1;183455ce-60c2-4b68-906e-50b455fef41c;Test_HU_06;Test_06
Hungarian;C2_S040_P080_VC1;8db5baf9-57fd-4b5a-8a59-74087a6eae34;Test_HU_07;Test_07
Hungarian;C2_S048_P095_VC1;96304cb5-f965-4478-bfea-8a7e7a05e62b;Test_HU_08;Test_08
Hungarian;C2_S058_P116_VC1;03c18e7f-c0ba-4c43-abd9-4f184b647ca9;Test_HU_09;Test_09
Hungarian;C2_S057_P114_VC1;39d8313e-9715-4b4c-8e73-3a81cd071406;Test_HU_10;Test_10
Hungarian;C2_S058_P115_VC1;1898a811-66f6-420c-a3cf-b830e07c34ff;Test_HU_11;Test_11
Hungarian;C2_S050_P100_VC1;fd1a319b-fc0a-497d-b218-c5456f1f0d0f;Test_HU_12;Test_12
Hungarian;C2_S197_P394_VC1;23e7692e-7805-4e59-af32-da076d5bd525;Test_HU_13;Test_13
Hungarian;C2_S050_P099_VC1;095c6ae0-49c9-42af-abd6-348efb14a3f9;Test_HU_14;Test_14
Hungarian;C2_S048_P096_VC1;69157436-8c42-43f8-b8da-9f3fa32d3932;Test_HU_15;Test_15
Hungarian;C2_S045_P090_VC1;3219b844-ec76-47a0-9030-96ff601edb52;Test_HU_16;Test_16
Hungarian;C2_S034_P067_VC1;5b9cb2e1-56b2-4578-88fe-b7d625b413c0;Test_HU_17;Test_17
Hungarian;C2_S040_P079_VC1;487ffc14-f1db-475b-a120-1ae31225741f;Test_HU_18;Test_18
Hungarian;C2_S039_P077_VC1;9ff65e93-10f2-4d6f-8b14-257f14e94a54;REMOVED;REMOVED
Hungarian;C2_S039_P078_VC1;270d8064-3ba1-4671-b45d-25f6d3a8a3a1;REMOVED;REMOVED
Hungarian;C2_S198_P395_VC1;4117b5c1-c77c-4d87-ac0c-25d928e27fe5;REMOVED;REMOVED
Hungarian;C2_S198_P396_VC1;0f67c9a7-aaba-4878-be1f-ee90c586a2c8;REMOVED;REMOVED
Chinese;C1_S014_P028_VC1;af674895-5ee5-45ed-b359-bf4ff62b2431;Test_CN_01;
Chinese;C1_S010_P020_VC1;3af2bfe7-a398-4008-9094-8ceb63c54952;Test_CN_02;
Chinese;C1_S019_P037_VC1;3563baf7-d3de-4328-b093-d877cf938fb0;Test_CN_03;
Chinese;C1_S014_P027_VC1;220d3638-b970-452d-b3f8-ade20523ca20;Test_CN_04;
Chinese;C1_S019_P038_VC1;4bcb422c-7a02-43c0-96f9-e339ea455a70;Test_CN_05;
Chinese;C1_S030_P060_VC1;d266fdc3-236c-40e6-9efe-e4b598b6640b;Test_CN_06;
Chinese;C1_S016_P032_VC1;0bfedec3-bdb3-4daa-9e6c-4c7c906ed0c4;Test_CN_07;
Chinese;C1_S193_P385_VC1;7300c656-748f-45df-8908-a067b4fc2175;Test_CN_08;
Chinese;C1_S001_P001_VC1;f680483e-b642-4542-86b2-02e0145a2191;Test_CN_09;
Chinese;C1_S026_P051_VC1;f320c544-887b-4e6a-a627-f5c085dda7da;Test_CN_10;
Chinese;C1_S017_P033_VC1;84c294e0-038a-4a93-a4ce-c79ed72f7f67;Test_CN_11;
Chinese;C1_S028_P056_VC1;b0277448-a11f-4317-884e-61098482d0bf;Test_CN_12;
Chinese;C1_S029_P057_VC1;f35eb782-e0a6-4dec-bdfa-41c00b6ae6b5;Test_CN_13;
Chinese;C1_S008_P016_VC1;21688c50-6802-4690-8252-cf6a9525fd8f;Test_CN_14;
Chinese;C1_S002_P004_VC1;45a1e4e1-c62a-49d8-bef1-39bab7010984;Test_CN_15;
Chinese;C1_S028_P055_VC1;becde018-08f5-40a3-960b-2ff2849ca0fe;Test_CN_16;
Chinese;C1_S018_P035_VC1;1b7c0b66-6d2d-43fc-b167-e1c8f170ce9a;Test_CN_17;
Chinese;C1_S031_P061_VC1;a07bf175-8fe6-4abe-90e9-f1a1603f58a0;Test_CN_18;
Chinese;C1_S193_P386_VC1;49d838fd-0544-456b-8872-6ff0c95795ed;Test_CN_19;
Chinese;C1_S003_P005_VC1;f968076d-8b66-4742-99f6-32843a1bfd4b;Test_CN_20;
Chinese;C1_S002_P003_VC1;7a52e85b-cdd1-4a0d-8918-5cc4703c5b69;Test_CN_21;
Chinese;C1_S024_P047_VC1;666bcfc4-ac4f-45de-a408-877b0829b8e2;Test_CN_22;
Chinese;C1_S020_P039_VC1;86d65e51-37dd-480c-88a2-92f61a6c022a;Test_CN_23;
Chinese;C1_S015_P029_VC1;942d4460-94fd-4fa1-8fac-87f44aa5148d;Test_CN_24;
Chinese;C1_S012_P023_VC1;a7ff6eaa-47b0-4936-aba4-a63f951e85ef;Test_CN_25;
Chinese;C1_S006_P011_VC1;0e51ac1f-2fd5-456d-b8a2-d2b4dcfc0fd9;Test_CN_26;
Chinese;C1_S016_P031_VC1;ca191f57-ee6d-411e-b5d8-551647f45550;Test_CN_27;
Chinese;C1_S194_P387_VC1;8ed8489c-07ed-46b7-8dcd-3cd60280b98d;Test_CN_28;
Chinese;C1_S025_P049_VC1;896dbd1c-0024-4a27-9a79-ad775043f1f2;Test_CN_29;
Chinese;C1_S015_P030_VC1;7b784fc3-923e-49dd-84ca-364d3ddcbbf8;Test_CN_30;
Chinese;C1_S025_P050_VC1;070056e0-a0a0-4653-a7de-0b2734d0a681;Test_CN_31;
Chinese;C1_S026_P052_VC1;0d711a41-4afc-4a3f-b2a6-e182985744e9;Test_CN_32;
Chinese;C1_S013_P026_VC1;dfd33084-df40-454a-ba60-05911851e3db;Test_CN_33;
Chinese;C1_S009_P018_VC1;ec8f7b54-5c36-4351-9124-bef3a83c2cd7;Test_CN_34;
Chinese;C1_S029_P058_VC1;453c202c-79fa-42cf-8c76-ff77a2ef4daa;Test_CN_35;
Chinese;C1_S012_P024_VC1;ffc5aae6-8c24-4191-b3db-6f681c55d103;Test_CN_36;
Chinese;C1_S005_P010_VC1;1333a25c-9e97-4fde-88d6-255785943910;Test_CN_37;
Chinese;C1_S024_P048_VC1;ba95d476-676b-45d0-bd5b-d9fa9768b478;Test_CN_38;
Chinese;C1_S007_P013_VC1;bd81d1cc-9f79-4f53-95a4-c4b6d63ebd27;Test_CN_39;
Chinese;C1_S030_P059_VC1;bfecc383-e083-4916-86a5-083ea24ad308;Test_CN_40;
Chinese;C1_S027_P054_VC1;56652e4e-9763-49a9-9243-e61793833825;Test_CN_41;
Chinese;C1_S001_P002_VC1;7d626c04-e5a1-45a5-ba95-2af2ec27b00b;Test_CN_42;
Chinese;C1_S007_P014_VC1;059c7b6e-640e-4971-bd01-5ff939f9e8f7;Test_CN_43;
Chinese;C1_S004_P008_VC1;9aaf894a-2499-4516-a852-57025ab8d529;Test_CN_44;
Chinese;C1_S006_P012_VC1;9dbf933c-9aa1-4126-9145-de61618f0768;Test_CN_45;
Chinese;C1_S020_P040_VC1;d432e05e-9fbb-4e27-bfc4-1c18c4378481;Test_CN_46;
Chinese;C1_S192_P384_VC1;05977096-4c62-42c3-86e3-d53f04357d39;Test_CN_47;
Chinese;C1_S032_P064_VC1;f0fd3226-0f45-4951-baee-d9d8a16352e0;Test_CN_48;
Chinese;C1_S192_P383_VC1;701694c1-d832-45d1-a3b5-128572a35e35;Test_CN_49;
Chinese;C1_S010_P019_VC1;2d126d06-2175-4438-b200-d88d64fb8534;Test_CN_50;
Chinese;C1_S017_P034_VC1;1f7a0f29-7c84-43b8-8751-e1baa5719c5f;Test_CN_51;
Chinese;C1_S022_P044_VC1;de14c35e-6bd9-47da-bea0-5eae4f6658df;Test_CN_52;
Chinese;C1_S031_P062_VC1;3969dcfb-14f7-4849-8128-2a304c533760;Test_CN_53;
Chinese;C1_S194_P388_VC1;d7e8eb88-6f7e-432a-8525-484654881d67;Test_CN_54;
Chinese;C1_S013_P025_VC1;31e10488-2595-4d62-a2f8-0f5e71c9616b;Test_CN_55;
Chinese;C1_S011_P022_VC1;82182128-e4b5-4b27-84d6-758d8fb07057;Test_CN_56;
Chinese;C1_S003_P006_VC1;5ae45702-9106-4495-a677-957738f215c2;Test_CN_57;
Chinese;C1_S011_P021_VC1;3acf7f39-be2b-4e43-a9c1-f2eb880a2d43;Test_CN_58;
Chinese;C1_S021_P041_VC1;e191aeaf-b2a7-496b-845a-82f6f3145f6e;Test_CN_59;
Chinese;C1_S032_P063_VC1;464b0345-c14f-48f7-8abd-30e7a81b877f;Test_CN_60;
Chinese;C1_S021_P042_VC1;5ac34e2b-dd06-40b6-8abd-8dcc3dbc2f33;Test_CN_61;
Chinese;C1_S004_P007_VC1;6c2e9747-131b-4fcc-8f63-698e386497f5;Test_CN_62;
Chinese;C1_S005_P009_VC1;1d3cb77a-805a-45f9-b785-e710729ed14d;Test_CN_63;
Chinese;C1_S023_P045_VC1;560f643c-4ac1-42b7-b6e0-8819bf857b1e;Test_CN_64;
Chinese;C1_S008_P015_VC1;c31f1cbd-e0da-461d-b565-cf5be93e8c6c;Test_CN_65;
Chinese;C1_S027_P053_VC1;9381300d-d601-4cfd-a5be-29804a328c0a;Test_CN_66;
Chinese;C1_S022_P043_VC1;9e743037-b688-4d31-82fb-56f66847777a;Test_CN_67;
Chinese;C1_S018_P036_VC1;0c05a341-817f-4232-8ac5-af49cfcaad6d;Test_CN_68;
Chinese;C1_S023_P046_VC1;8d2561f7-70fe-483b-be5f-84336b6f1e2f;Test_CN_69;
Chinese;C1_S009_P017_VC1;09563375-b876-4122-b3a1-c5642622bafd;Test_CN_70;
